CODIGO_RECEITA;ESPECIFICACAO;VR_ORC_FONTE;FONTE_RECURSO;CO;VR_ARREC_MES_FONTE;VR_ARREC_ATE_MES_FONTE;VR_ORC;VR_ARREC_MES;VR_ARREC_ATE_MES;VR_DIFERENCA
1321010100;Remuneração de Depósitos Bancários - Principal - 0,00%;0;51700710;3110;0;9.541,48;45.350.369,00;1.100.527,14;18.461.840,30;-9.541,48
1321010100;Remuneração de Depósitos Bancários - Principal - 0,00%;0;51700711;7000;1.415,77;3.470,78;45.350.369,00;1.100.527,14;18.461.840,30;-3.470,78
1321010100;Remuneração de Depósitos Bancários - Principal - 0,00%;0;51701710;3210;0;5.143,36;45.350.369,00;1.100.527,14;18.461.840,30;-5.143,36
1321010100;Remuneração de Depósitos Bancários - Principal - 0,00%;0;51701721;7001;0;4.575,97;45.350.369,00;1.100.527,14;18.461.840,30;-4.575,97
1321010100;Remuneração de Depósitos Bancários - Principal - 0,00%;0;51706710;3110;0;27.823,41;45.350.369,00;1.100.527,14;18.461.840,30;-27.823,41
1321010100;Remuneração de Depósitos Bancários - Principal - 0,00%;0;51710710;3210;4.615,63;92.993,68;45.350.369,00;1.100.527,14;18.461.840,30;-92.993,68
1321010100;Remuneração de Depósitos Bancários - Principal - 0,00%;0;51749710;;0;73.357,59;45.350.369,00;1.100.527,14;18.461.840,30;-73.357,59
1321040000;Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;0;;;0;0;6.941.000,00;0;1.660.743,56;5.280.256,44
1321040100;Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS - Principal - 86,33%;5.992.165,30;81800811;1111;0;1.467.402,25;6.941.000,00;0;1.660.743,56;4.524.763,05
1321040100;Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS - Principal - 13,38%;928.705,80;81801811;2111;0;191.223,25;6.941.000,00;0;1.660.743,56;737.482,55
1321040100;Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS - Principal - 0,29%;20.128,90;81802000;;0;2.118,06;6.941.000,00;0;1.660.743,56;18.010,84
1600000000;Receita de Serviços;0;;;0;0;8.591.428,00;2.406.763,63;5.915.040,43;2.676.387,57
1610000000;Serviços Administrativos e Comerciais Gerais;0;;;0;0;1.767.588,00;1.523.812,15;3.847.914,47;-2.080.326,47
1611000000;Serviços Administrativos e Comerciais Gerais;0;;;0;0;1.767.588,00;1.523.812,15;3.847.914,47;-2.080.326,47
1611010000;Serviços Administrativos e Comerciais Gerais;0;;;0;0;1.572.588,00;859.412,15;3.176.103,47;-1.603.515,47
1611010100;Serviços Administrativos e Comerciais Gerais - Principal - 33,51%;524.163,42;1501000;;850.160,26;3.124.253,27;1.564.200,00;850.160,26;3.150.997,27;-2.600.089,85
1611010100;Serviços Administrativos e Comerciais Gerais - Principal - 60,10%;940.084,20;11501000;;0;26.744,00;1.564.200,00;850.160,26;3.150.997,27;913.340,20
1611010100;Serviços Administrativos e Comerciais Gerais - Principal - 6,39%;99.952,38;11599003;;0;0;1.564.200,00;850.160,26;3.150.997,27;99.952,38
1611010200;Serviços Administrativos e Comerciais Gerais - Multas e Juros - 100,00%;5.242,00;1501000;;362,42;1.887,44;5.242,00;362,42;1.887,44;3.354,56
1611010300;Serviços Administrativos e Comerciais Gerais - Dívida Ativa - 100,00%;1.049,00;1501000;;8.888,32;23.208,74;1.049,00;8.888,32;23.208,74;-22.159,74
1611010400;Serviços Administrativos e Comerciais Gerais - Dívida Ativa - Multas e Juros - 100,00%;2.097,00;1501000;;1,15;10,02;2.097,00;1,15;10,02;2.086,98
1611020000;Inscrição em Concursos e Processos Seletivos;0;;;0;0;195.000,00;664.400,00;671.811,00;-476.811,00
1611020100;Inscrição em Concursos e Processos Seletivos - Principal - 0,00%;0;1501000;;664.400,00;671.811,00;195.000,00;664.400,00;671.811,00;-671.811,00
1611020100;Inscrição em Concursos e Processos Seletivos - Principal - 100,00%;195.000,00;11501000;;0;0;195.000,00;664.400,00;671.811,00;195.000,00
1620000000;Serviços e Atividades referentes à Navegação e ao Transporte;0;;;0;0;1.300.000,00;95.970,48;292.588,72;1.007.411,28
1621000000;Serviços e Atividades Referentes à Navegação e ao Transporte;0;;;0;0;1.300.000,00;95.970,48;292.588,72;1.007.411,28
1621020000;Serviços de Transporte de Passageiros ou Mercadorias;0;;;0;0;1.300.000,00;95.970,48;292.588,72;1.007.411,28
1621020100;Serviços de Transporte de Passageiros ou Mercadorias - Principal - 100,00%;1.300.000,00;11501000;;95.970,48;292.588,72;1.300.000,00;95.970,48;292.588,72;1.007.411,28
1690000000;Outros Serviços;0;;;0;0;5.523.840,00;786.981,00;1.774.537,24;3.749.302,76
1699000000;Outros Serviços;0;;;0;0;5.523.840,00;786.981,00;1.774.537,24;3.749.302,76
1699990000;Outros Serviços;0;;;0;0;5.523.840,00;786.981,00;1.774.537,24;3.749.302,76
1699990100;Outros Serviços - Principal - 25,43%;1.404.712,51;1501000;;576.766,00;1.059.673,24;5.523.840,00;786.981,00;1.774.537,24;345.039,27
1699990100;Outros Serviços - Principal - 74,57%;4.119.127,50;11501000;;210.215,00;714.864,00;5.523.840,00;786.981,00;1.774.537,24;3.404.263,50
1700000000;Transferências Correntes;0;;;0;0;1.672.736.549,00;158.777.121,10;521.934.893,34;1.150.801.655,66
1710000000;Transferências da União e de suas Entidades;0;;;0;0;432.161.003,00;39.289.739,48;125.514.701,19;306.646.301,81
1711000000;Transferências Decorrentes de Participação na Receita da União;0;;;0;0;154.494.353,00;10.997.323,35;41.690.548,80;112.803.804,20
1711510000;Cota-Parte do Fundo de Participação dos Municípios - FPM;0;;;0;0;154.389.513,00;10.991.627,24;41.634.116,35;112.755.396,65
1711511100;Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal - 47,56%;67.925.055,51;1500000;;5.227.617,92;19.801.185,75;142.819.713,00;10.991.627,24;41.634.116,35;48.123.869,76
1711511100;Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal - 25,00%;35.704.928,25;1500701;1001;2.747.906,81;10.408.529,08;142.819.713,00;10.991.627,24;41.634.116,35;25.296.399,17
1711511100;Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal - 27,44%;39.189.729,25;1500702;1002;3.016.102,51;11.424.401,52;142.819.713,00;10.991.627,24;41.634.116,35;27.765.327,73
1711512100;Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Principal - 75,00%;8.677.350,00;1500000;;0;0;11.569.800,00;0;0;8.677.350,00
1711512100;Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Principal - 25,00%;2.892.450,00;1500701;1001;0;0;11.569.800,00;0;0;2.892.450,00
1711520000;Cota-Parte do Imposto Sobre a Propriedade Territorial Rural;0;;;0;0;104.840,00;5.696,11;56.432,45;48.407,55
1711520100;Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal - 47,56%;49.861,91;1500000;;2.709,08;26.839,28;104.840,00;5.696,11;56.432,45;23.022,63
1711520100;Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal - 25,00%;26.210,00;1500701;1001;1.424,02;14.108,11;104.840,00;5.696,11;56.432,45;12.101,89
1711520100;Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal - 27,44%;28.768,10;1500702;1002;1.563,01;15.485,06;104.840,00;5.696,11;56.432,45;13.283,04
1712000000;Transferências das Compensações Financeiras pela Exploração de Recursos Naturais;0;;;0;0;3.474.202,00;339.266,45;1.267.974,94;2.206.227,06
1712510000;Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM;0;;;0;0;1.153.240,00;95.703,51;530.491,03;622.748,97
1712510100;Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM - Principal - 100,00%;1.153.240,00;21708000;;95.703,51;530.491,03;1.153.240,00;95.703,51;530.491,03;622.748,97
1712520000;Cota-parte da Compensação Financeira pela Produção de Petróleo;0;;;0;0;2.320.962,00;243.562,94;737.483,91;1.583.478,09
1712524100;Cota-Parte do Fundo Especial do Petróleo - FEP - Principal - 100,00%;2.320.962,00;21573000;;243.562,94;737.483,91;2.320.962,00;243.562,94;737.483,91;1.583.478,09
1713000000;Transferências de Recursos do Sistema Único de Saúde - SUS ;0;;;0;0;209.070.000,00;23.882.184,91;70.298.627,75;138.771.372,25
1713500000;Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde;0;;;0;0;209.070.000,00;23.882.184,91;70.298.627,75;138.771.372,25
1713501100;Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Primária - Principal - 67,28%;37.004.000,00;21600000;;3.501.683,18;11.378.075,34;55.000.000,00;5.018.171,18;15.927.539,34;25.625.924,66
1713501100;Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Primária - Principal - 32,72%;17.996.000,00;21604000;;1.516.488,00;4.549.464,00;55.000.000,00;5.018.171,18;15.927.539,34;13.446.536,00
1713501100;Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Primária - Principal - 0,00%;0;51600710;3110;0;0;55.000.000,00;5.018.171,18;15.927.539,34;0
1713502100;Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Especializada - Principal - 97,08%;133.970.400,00;21600000;;11.130.838,50;37.892.752,41;138.000.000,00;13.130.838,50;43.283.558,41;96.077.647,59
1713502100;Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Especializada - Principal - 2,92%;4.029.600,00;21605000;;0;0;138.000.000,00;13.130.838,50;43.283.558,41;4.029.600,00
1713502100;Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Atenção Especializada - Principal - 0,00%;0;51600710;3110;2.000.000,00;5.390.806,00;138.000.000,00;13.130.838,50;43.283.558,41;-5.390.806,00
1713503100;Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Vigilância em Saúde - Principal - 40,99%;5.000.780,00;21600000;;1.451.581,11;1.994.638,27;12.200.000,00;2.070.037,11;4.410.238,27;3.006.141,73
1713503100;Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Vigilância em Saúde - Principal - 59,01%;7.199.220,00;21604000;;618.456,00;2.415.600,00;12.200.000,00;2.070.037,11;4.410.238,27;4.783.620,00
1713504100;Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Assistência Farmacêutica - Principal - 100,00%;3.800.000,00;21600000;;1.255.792,37;1.908.583,11;3.800.000,00;1.255.792,37;1.908.583,11;1.891.416,89
1713505100;Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Gestão do SUS - Principal - 100,00%;70.000,00;21600000;;0;0;70.000,00;2.407.345,75;4.768.708,62;70.000,00
1713505100;Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Gestão do SUS - Principal - 0,00%;0;21605000;;2.407.345,75;4.768.708,62;70.000,00;2.407.345,75;4.768.708,62;-4.768.708,62
1714000000;Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação - FNDE;0;;;0;0;34.444.264,00;3.138.514,91;9.925.975,36;24.518.288,64
1714500000;Transferências do Salário-Educação;0;;;0;0;24.397.429,00;2.322.068,11;8.293.081,76;16.104.347,24
1714500100;Transferências do Salário-Educação - Principal - 100,00%;24.397.429,00;21550000;;2.322.068,11;8.293.081,76;24.397.429,00;2.322.068,11;8.293.081,76;16.104.347,24
1714520000;Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE;0;;;0;0;8.446.405,00;816.446,80;1.632.893,60;6.813.511,40
1714520100;Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE - Principal - 100,00%;8.446.405,00;21552000;;816.446,80;1.632.893,60;8.446.405,00;816.446,80;1.632.893,60;6.813.511,40
1714530000;Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar - PNATE;0;;;0;0;430;0;0;430
1714530100;Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar - PNATE - Principal - 100,00%;430;21553000;;0;0;430;0;0;430
1714990000;Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação - FNDE;0;;;0;0;1.600.000,00;0;0;1.600.000,00
1714990100;Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação - FNDE - Principal - 100,00%;1.600.000,00;21569000;;0;0;1.600.000,00;0;0;1.600.000,00
1716000000;Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS ;0;;;0;0;11.929.162,00;593.749,65;1.315.473,71;10.613.688,29
1716500000;Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS;0;;;0;0;11.929.162,00;593.749,65;1.315.473,71;10.613.688,29
1716500100;Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal - 65,21%;7.779.006,55;21660000;;593.749,65;1.315.473,71;11.929.162,00;593.749,65;1.315.473,71;6.463.532,84
1716500100;Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal - 34,79%;4.150.155,46;51660710;3110;0;0;11.929.162,00;593.749,65;1.315.473,71;4.150.155,46
1717000000;Transferências de Convênios da União e de Suas Entidades;0;;;0;0;9.491.540,00;0;0;9.491.540,00
1717520000;Transferências de Convênios da União Destinadas a Programas de Assistência Social;0;;;0;0;780.740,00;0;0;780.740,00
1717520100;Transferências de Convênios da União Destinadas a Programas de Assistência Social - Principal - 100,00%;780.740,00;21665000;;0;0;780.740,00;0;0;780.740,00
1717990000;Outras Transferências de Convênios da União e de Suas Entidades;0;;;0;0;8.710.800,00;0;0;8.710.800,00
1717990100;Outras Transferências de Convênios da União e de Suas Entidades - Principal - 58,67%;5.110.626,36;21700000;;0;0;8.710.800,00;0;0;5.110.626,36
1717990100;Outras Transferências de Convênios da União e de Suas Entidades - Principal - 41,33%;3.600.173,64;51700710;3110;0;0;8.710.800,00;0;0;3.600.173,64
1719000000;Outras Transferências de Recursos da União e de suas Entidades;0;;;0;0;9.257.482,00;338.700,21;1.016.100,63;8.241.381,37
1719570000;Transferência Especial da União;0;;;0;0;3.800.000,00;0;0;3.800.000,00
1719570100;Transferência Especial da União - Principal - 100,00%;3.800.000,00;51706710;3110;0;0;3.800.000,00;0;0;3.800.000,00
1719600000;Transferências da Política Nacional Aldir Blanc de Fomento à Cultura - Lei nº 14.399/2022;0;;;0;0;0;0;0;0
1719600100;Transferências da Política Nacional Aldir Blanc de Fomento à Cultura - Lei nº 14.399/2022 - Principal - 100,00%;0;21719000;;0;0;0;0;0;0
1719990000;Outras Transferências de Recursos da União e de suas Entidades;0;;;0;0;5.457.482,00;338.700,21;1.016.100,63;4.441.381,37
1719990100;Outras Transferências de Recursos da União e de suas Entidades - Principal - 92,67%;5.057.448,58;1501000;;338.700,21;1.016.100,63;5.457.482,00;338.700,21;1.016.100,63;4.041.347,95
1719990100;Outras Transferências de Recursos da União e de suas Entidades - Principal - 7,33%;400.033,43;21749000;;0;0;5.457.482,00;338.700,21;1.016.100,63;400.033,43
1720000000;Transferências dos Estados e do Distrito Federal e de suas Entidades;0;;;0;0;831.258.635,00;84.962.688,27;275.139.391,50;556.119.243,50
1721000000;Participação na Receita dos Estados e Distrito Federal;0;;;0;0;764.846.533,00;72.513.508,15;254.046.467,82;510.800.065,18
1721500000;Cota-Parte do ICMS;0;;;0;0;591.917.277,00;45.692.509,25;135.857.557,39;456.059.719,61
1721500100;Cota-Parte do ICMS - Principal - 47,56%;281.515.856,95;1500000;;21.731.357,41;64.613.854,31;591.917.277,00;45.692.509,25;135.857.557,39;216.902.002,64
1721500100;Cota-Parte do ICMS - Principal - 25,00%;147.979.319,25;1500701;1001;11.423.127,31;33.964.389,34;591.917.277,00;45.692.509,25;135.857.557,39;114.014.929,91
1721500100;Cota-Parte do ICMS - Principal - 27,44%;162.422.100,81;1500702;1002;12.538.024,53;37.279.313,74;591.917.277,00;45.692.509,25;135.857.557,39;125.142.787,07
1721510000;Cota-Parte do IPVA;0;;;0;0;167.311.929,00;26.212.336,26;116.454.212,65;50.857.716,35
1721510100;Cota-Parte do IPVA - Principal - 47,56%;79.573.553,44;1500000;;12.466.587,14;55.385.623,54;167.311.929,00;26.212.336,26;116.454.212,65;24.187.929,90
1721510100;Cota-Parte do IPVA - Principal - 25,00%;41.827.982,25;1500701;1001;6.553.084,06;29.113.553,16;167.311.929,00;26.212.336,26;116.454.212,65;12.714.429,09
1721510100;Cota-Parte do IPVA - Principal - 27,44%;45.910.393,32;1500702;1002;7.192.665,06;31.955.035,95;167.311.929,00;26.212.336,26;116.454.212,65;13.955.357,37
1721520000;Cota-Parte do IPI - Municípios;0;;;0;0;5.512.487,00;608.662,64;1.624.892,34;3.887.594,66
1721520100;Cota-Parte do IPI - Municípios - Principal - 47,56%;2.621.738,83;1500000;;289.479,96;772.798,81;5.512.487,00;608.662,64;1.624.892,34;1.848.940,02
1721520100;Cota-Parte do IPI - Municípios - Principal - 25,00%;1.378.121,75;1500701;1001;152.165,66;406.223,08;5.512.487,00;608.662,64;1.624.892,34;971.898,67
1721520100;Cota-Parte do IPI - Municípios - Principal - 27,44%;1.512.626,43;1500702;1002;167.017,02;445.870,45;5.512.487,00;608.662,64;1.624.892,34;1.066.755,98
1721530000;Cota-Parte da Contribuição de Intervenção no Domínio Econômico;0;;;0;0;104.840,00;0;109.805,44;-4.965,44
1721530100;Cota-Parte da Contribuição de Intervenção no Domínio Econômico - Principal - 100,00%;104.840,00;21750000;;0;109.805,44;104.840,00;0;109.805,44;-4.965,44
1723000000;Transferências de Recursos do Sistema Único de Saúde - SUS;0;;;0;0;60.000.000,00;12.449.180,12;20.870.723,66;39.129.276,34
1723500000;Transferências de Recursos do Sistema Único de Saúde - SUS;0;;;0;0;60.000.000,00;12.449.180,12;20.870.723,66;39.129.276,34
1723500100;Transferências de Recursos do Sistema Único de Saúde - SUS - Principal - 83,33%;49.998.000,00;21621000;;12.449.180,12;20.870.723,66;60.000.000,00;12.449.180,12;20.870.723,66;29.127.276,34
1723500100;Transferências de Recursos do Sistema Único de Saúde - SUS - Principal - 16,67%;10.002.000,00;51621710;3210;0;0;60.000.000,00;12.449.180,12;20.870.723,66;10.002.000,00
1724000000;Transferências de Convênios dos Estados e DF e de Suas Entidades;0;;;0;0;289.760,00;0;122.200,02;167.559,98
1724990000;Outras Transferências de Convênios dos Estados e DF e de Suas Entidades;0;;;0;0;289.760,00;0;122.200,02;167.559,98
1724990100;Outras Transferências de Convênios dos Estados e DF e de Suas Entidades - Principal - 30,98%;89.767,66;21665000;;0;122.200,02;289.760,00;0;122.200,02;-32.432,36
1724990100;Outras Transferências de Convênios dos Estados e DF e de Suas Entidades - Principal - 69,02%;199.992,35;51701710;3210;0;0;289.760,00;0;122.200,02;199.992,35
1729000000;Outras Transferências dos Estados e Distrito Federal;0;;;0;0;6.122.342,00;0;100.000,00;6.022.342,00
1729510000;Transferências de Estados destinadas à Assistência Social;0;;;0;0;4.122.342,00;0;100.000,00;4.022.342,00
1729510100;Transferências de Estados destinadas à Assistência Social - Principal - 100,00%;4.122.342,00;21661000;;0;100.000,00;4.122.342,00;0;100.000,00;4.022.342,00
1729990000;Outras Transferências dos Estados e DF;0;;;0;0;2.000.000,00;0;0;2.000.000,00
1729990100;Outras Transferências dos Estados e DF - Principal - 100,00%;2.000.000,00;51710710;3210;0;0;2.000.000,00;0;0;2.000.000,00
1740000000;Transferências de Instituições Privadas;0;;;0;0;6.806.967,00;177.613,76;228.192,00;6.578.775,00
1741000000;Transferências de Instituições Privadas;0;;;0;0;6.806.967,00;177.613,76;228.192,00;6.578.775,00
1741500000;Transferências de Convênios de Instituições Privadas para Programas de Saúde;0;;;0;0;100.000,00;0;0;100.000,00
1741500100;Transferências de Convênios de Instituições Privadas para Programas de Saúde - Principal - 100,00%;100.000,00;21636000;;0;0;100.000,00;0;0;100.000,00
1741990000;Outras Transferências de Instituições Privadas;0;;;0;0;6.706.967,00;177.613,76;228.192,00;6.478.775,00
1741990100;Outras Transferências de Instituições Privadas - Principal - 37,89%;2.541.269,80;21703000;;0;0;6.706.967,00;177.613,76;228.192,00;2.541.269,80
1741990100;Outras Transferências de Instituições Privadas - Principal - 62,11%;4.165.697,21;21749000;;177.613,76;228.192,00;6.706.967,00;177.613,76;228.192,00;3.937.505,21
1750000000;Transferências de Outras Instituições Públicas;0;;;0;0;402.509.944,00;34.347.079,59;121.052.608,65;281.457.335,35
1751000000;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;0;;;0;0;385.509.944,00;33.051.296,29;117.168.646,19;268.341.297,81
1751500000;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;0;;;0;0;385.509.944,00;33.051.296,29;117.168.646,19;268.341.297,81
1751500100;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB - Principal - 100,00%;385.509.944,00;21540770;1070;33.051.296,29;117.168.646,19;385.509.944,00;33.051.296,29;117.168.646,19;268.341.297,81
1759000000;Demais Transferências de Outras Instituições Públicas;0;;;0;0;17.000.000,00;1.295.783,30;3.883.962,46;13.116.037,54
1759990000;Demais Transferências de Outras Instituições Públicas;0;;;0;0;17.000.000,00;1.295.783,30;3.883.962,46;13.116.037,54
1759990100;Demais Transferências de Outras Instituições Públicas - Principal - 100,00%;17.000.000,00;21759005;;1.295.783,30;3.883.962,46;17.000.000,00;1.295.783,30;3.883.962,46;13.116.037,54
1900000000;Outras Receitas Correntes;0;;;0;0;101.020.523,00;6.698.556,67;30.812.891,32;70.207.631,68
1910000000;Multas Administrativas, Contratuais e Judiciais;0;;;0;0;62.183.538,00;3.059.904,64;13.598.325,20;48.585.212,80
1911000000;Multas Administrativas, Contratuais e Judiciais;0;;;0;0;62.183.538,00;3.059.904,64;13.598.325,20;48.585.212,80
1911010000;Multas Previstas em Legislação Específica;0;;;0;0;61.458.534,00;3.039.634,88;9.709.969,15;51.748.564,85
1911010100;Multas Previstas em Legislação Específica - Principal - 29,55%;18.123.558,72;1501000;;981.120,21;3.315.297,73;61.331.840,00;2.981.024,71;9.516.521,73;14.808.260,99
1911010100;Multas Previstas em Legislação Específica - Principal - 1,97%;1.208.237,25;11501000;;59,62;806,09;61.331.840,00;2.981.024,71;9.516.521,73;1.207.431,16
1911010100;Multas Previstas em Legislação Específica - Principal - 68,48%;42.000.044,04;21752000;;1.999.844,88;6.200.417,91;61.331.840,00;2.981.024,71;9.516.521,73;35.799.626,13
1911010200;Multas Previstas em Legislação Específica - Multas e Juros - 39,12%;31.485,35;1501000;;2.857,87;10.389,19;80.484,00;2.857,87;10.389,19;21.096,16
1911010200;Multas Previstas em Legislação Específica - Multas e Juros - 60,88%;48.998,66;21752000;;0;0;80.484,00;2.857,87;10.389,19;48.998,66
1911010300;Multas Previstas em Legislação Específica - Dívida Ativa - 52,46%;20.967,22;1501000;;46.546,30;149.576,78;39.968,00;46.546,30;150.545,36;-128.609,56
1911010300;Multas Previstas em Legislação Específica - Dívida Ativa - 47,54%;19.000,79;21752000;;0;968,58;39.968,00;46.546,30;150.545,36;18.032,21
1911010400;Multas Previstas em Legislação Específica - Dívida Ativa - Multas e Juros - 83,98%;5.242,04;1501000;;9.206,00;32.198,69;6.242,00;9.206,00;32.512,87;-26.956,65
1911010400;Multas Previstas em Legislação Específica - Dívida Ativa - Multas e Juros - 16,02%;999,97;21752000;;0;314,18;6.242,00;9.206,00;32.512,87;685,79
1911040000;Multas Previstas na Legislação sobre Defesa dos Direitos Difusos;0;;;0;0;110.484,00;0;34.675,41;75.808,59
1911040100;Multas Previstas na Legislação sobre Defesa dos Direitos Difusos - Principal - 9,49%;10.484,93;1501000;;0;0;110.484,00;0;34.675,41;10.484,93
1911040100;Multas Previstas na Legislação sobre Defesa dos Direitos Difusos - Principal - 90,51%;99.999,08;11501000;;0;34.675,41;110.484,00;0;34.675,41;65.323,67
1911060000;Multas por Danos Ambientais;0;;;0;0;614.520,00;20.269,76;3.804.506,46;-3.189.986,46
1911061100;Multas Administrativas por Danos Ambientais - Principal - 83,73%;514.537,60;1501000;;0;0;614.520,00;20.269,76;3.804.506,46;514.537,60
1911061100;Multas Administrativas por Danos Ambientais - Principal - 16,27%;99.982,41;11501000;;20.269,76;3.804.506,46;614.520,00;20.269,76;3.804.506,46;-3.704.524,05
1911090000;Multas e Juros Previstos em Contratos;0;;;0;0;0;0;49.174,18;-49.174,18
1911090100;Multas e Juros Previstos em Contratos - Principal - 100,00%;0;1755000;;0;49.174,18;0;0;49.174,18;-49.174,18
1920000000;Indenizações, Restituições e Ressarcimentos;0;;;0;0;1.677.742,00;553.803,76;1.765.378,16;-87.636,16
1922000000;Restituições;0;;;0;0;1.410.400,00;540.491,43;1.712.286,96;-301.886,96
1922030000;Restituição de Benefícios Previdenciários;0;;;0;0;24.000,00;0;0;24.000,00
1922030100;Restituição de Benefícios Previdenciários - Principal - 33,33%;7.999,20;81800811;1111;0;0;24.000,00;0;0;7.999,20
1922030100;Restituição de Benefícios Previdenciários - Principal - 66,67%;16.000,80;81801811;2111;0;0;24.000,00;0;0;16.000,80
1922990000;Outras Restituições;0;;;0;0;1.386.400,00;540.491,43;1.712.286,96;-325.886,96
1922990100;Outras Restituições - Principal - 0,00%;0;1500000;;379.682,38;522.793,44;1.386.400,00;540.491,43;1.712.286,96;-522.793,44
1922990100;Outras Restituições - Principal - 0,00%;0;1500701;1001;2.306,50;3.769,82;1.386.400,00;540.491,43;1.712.286,96;-3.769,82
1922990100;Outras Restituições - Principal - 0,00%;0;1500702;1002;42.516,66;1.006.656,05;1.386.400,00;540.491,43;1.712.286,96;-1.006.656,05
1922990100;Outras Restituições - Principal - 75,62%;1.048.395,68;1501000;;87.725,36;110.829,59;1.386.400,00;540.491,43;1.712.286,96;937.566,09
1922990100;Outras Restituições - Principal - 3,61%;50.049,04;11501000;;1,78;97,86;1.386.400,00;540.491,43;1.712.286,96;49.951,18
1922990100;Outras Restituições - Principal - 0,00%;0;21540770;1070;805,25;4.212,84;1.386.400,00;540.491,43;1.712.286,96;-4.212,84
1922990100;Outras Restituições - Principal - 0,00%;0;21600000;;0;4.610,05;1.386.400,00;540.491,43;1.712.286,96;-4.610,05
1922990100;Outras Restituições - Principal - 0,00%;0;21604000;;439,99;889,99;1.386.400,00;540.491,43;1.712.286,96;-889,99
1922990100;Outras Restituições - Principal - 0,00%;0;21621000;;0;4.995,00;1.386.400,00;540.491,43;1.712.286,96;-4.995,00
1922990100;Outras Restituições - Principal - 0,00%;0;22621000;;0;0;1.386.400,00;540.491,43;1.712.286,96;0
1922990100;Outras Restituições - Principal - 20,77%;287.955,28;81802000;;27.013,51;53.432,32;1.386.400,00;540.491,43;1.712.286,96;234.522,96
1923000000;Ressarcimentos;0;;;0;0;267.342,00;13.312,33;53.091,20;214.250,80
1923990000;Outros Ressarcimentos;0;;;0;0;267.342,00;13.312,33;53.091,20;214.250,80
1923990100;Outros Ressarcimentos - Principal - 100,00%;209.680,00;1501000;;7.386,61;27.031,49;209.680,00;7.386,61;27.031,49;182.648,51
1923990200;Outros Ressarcimentos - Multas e Juros - 100,00%;41.936,00;1501000;;2.069,31;6.164,63;41.936,00;2.069,31;6.164,63;35.771,37
1923990300;Outros Ressarcimentos - Dívida Ativa - 100,00%;10.484,00;1501000;;3.435,60;17.031,26;10.484,00;3.435,60;17.031,26;-6.547,26
1923990400;Outros Ressarcimentos - Dívida Ativa - Multas e Juros - 100,00%;5.242,00;1501000;;420,81;2.863,82;5.242,00;420,81;2.863,82;2.378,18
